instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK,algo_LKCC,source,Best
LKCCeasy_065,97.60235513,220.63,193.55,159.9453003,0.0019,0.0136,0.0817,0.2868,154050,0.000493711,54.14349491,3,1,336.0,16,0.37,81.20125914,23242.8,109.111,Easy_LKCC,LKCC
LKCChard_022,87.34339609,208.58,184.3,0.0023,0.0145,0.0922,0.2816,134.3191847,151285,0.000281774,49.54839384,1,0,0.0,11,0.35,123.4298328,265385.0,865453.0,Hard_LKCC,CLK
CLKhard_070,102.5144084,214.99,206.49,0.0024,0.0153,0.0883,0.2929,161.1628378,150066,0.000477544,81.82445687,5,0,65.7,24,0.08,40.68804585,1756160.0,212898.0,Hard_CLK,LKCC
random_057,94.3648016,211.23,212.59,0.002,0.014,0.0812,0.2891,153.082337,152488,0.00045296,50.82269577,1,0,0.0,11,0.51,144.0052448,106053.0,14008.6,RANDOM,LKCC
random_098,93.09297624,176.89,203.85,0.0021,0.0138,0.0837,0.2869,152.2406927,155220,0.000601958,56.98960284,4,0,224.25,13,0.35,56.15995622,170859.0,19273.2,RANDOM,LKCC
CLKeasy_013,97.56208187,198.71,180.3,157.6358085,0.0016,0.0134,0.0824,0.2938,156021,0.000287851,37.01391376,1,0,0.0,0,0.69,157.6358085,7189.51,500.01,Easy_CLK,LKCC
LKCCeasy_112,94.8879811,188.9,183.51,156.1692423,0.002,0.0136,0.0808,0.2841,156016,0.000561813,51.60457743,1,0,0.0,12,0.59,149.6217778,19079.7,105.04,Easy_LKCC,LKCC
CLKhard_181,101.925646,202.34,202.96,0.0022,0.0156,0.0871,0.2884,162.6292213,153639,0.000607485,77.48706787,6,4,186.9666667,9,0.23,31.57936139,1517570.0,129398.0,Hard_CLK,LKCC
LKCCeasy_124,95.6363169,204.93,215.64,152.9248566,0.002,0.0142,0.0861,0.2911,157608,0.000542464,55.18523983,2,0,1984.5,3,0.51,94.03474032,16048.7,106.121,Easy_LKCC,LKCC
CLKeasy_090,97.17974013,211.6,195.64,158.145708,0.0016,0.0132,0.0823,0.291,158004,0.000248171,34.36063494,1,0,0.0,0,0.69,158.145708,7291.59,352.606,Easy_CLK,LKCC
CLKhard_089,97.25628701,205.73,223.32,0.0023,0.0153,0.0869,0.2877,155.151096,154026,0.000331746,68.20998243,4,0,386.25,1,0.34,60.25739096,1528850.0,228256.0,Hard_CLK,LKCC
LKCCeasy_016,97.0328307,210.09,207.46,159.4263609,0.0021,0.0141,0.0814,0.2913,153655,0.000448565,53.71076013,2,0,312.5,17,0.48,103.870975,25919.7,103.152,Easy_LKCC,LKCC
CLKhard_032,93.12310719,198.4,220.3,0.0024,0.0154,0.0879,0.2846,144.4207163,158802,0.000442354,74.09126825,6,4,238.5666667,5,0.22,38.56041604,1624130.0,170419.0,Hard_CLK,LKCC
random_014,93.26786521,193.53,214.29,0.002,0.0138,0.0837,0.2836,152.4184814,154026,0.000541192,56.58625501,2,0,2450.0,6,0.49,94.63504139,115896.0,27186.1,RANDOM,LKCC
random_162,93.70699205,212.94,215.21,0.0018,0.0137,0.0851,0.2877,152.7585535,156418,0.000465848,52.4834431,1,0,0.0,9,0.49,149.3294612,87860.3,23701.2,RANDOM,LKCC
LKCChard_088,97.3059506,172.33,200.87,0.0019,0.0143,0.0858,0.2908,153.5841103,157605,0.00034181,53.83917852,4,0,502.25,13,0.39,55.67993773,309808.0,1163910.0,Hard_LKCC,CLK
LKCChard_122,92.62599592,204.89,180.84,0.0023,0.015,0.0915,0.2855,144.493733,153663,0.000336918,59.12450159,2,0,3042.0,10,0.43,74.81853884,281561.0,850682.0,Hard_LKCC,CLK
CLKeasy_133,91.02047542,216.53,191.81,149.6686483,0.0017,0.0129,0.0809,0.2841,156816,0.000351336,39.84022069,1,0,0.0,5,0.56,144.5538671,8030.69,932.414,Easy_CLK,LKCC
random_141,90.22362224,204.26,203.0,0.0021,0.0142,0.0832,0.282,146.6400613,153648,0.000807959,69.21629362,3,1,237.0,16,0.31,78.48860375,151857.0,15708.1,RANDOM,LKCC
LKCCeasy_167,101.229831,204.07,211.29,165.870121,0.002,0.0138,0.0824,0.2917,154822,0.000336548,46.97293305,3,1,13.0,13,0.53,84.24405386,19782.6,109.303,Easy_LKCC,LKCC
CLKeasy_152,98.14298011,207.22,195.14,160.7751777,0.0017,0.013,0.0824,0.2909,154440,0.000257335,34.31503407,1,0,0.0,2,0.71,163.8053752,6783.02,439.485,Easy_CLK,LKCC
LKCCeasy_004,98.27790469,208.13,197.65,159.9126555,0.0022,0.0143,0.0819,0.2876,154842,0.000392125,52.56365732,3,1,1108.333333,8,0.61,69.63290411,26214.6,107.879,Easy_LKCC,LKCC
CLKhard_057,97.7671774,214.58,215.6,0.0023,0.0154,0.0858,0.2876,154.4955459,152490,0.000463605,77.68878578,8,4,46.57142857,4,0.16,29.11524918,1540730.0,226494.0,Hard_CLK,LKCC
CLKeasy_062,93.71414098,202.03,224.05,153.0446967,0.002,0.0133,0.0803,0.2846,159201,0.000476672,46.54555613,1,0,0.0,4,0.74,151.7557873,8533.44,1126.25,Easy_CLK,LKCC
random_023,97.20714181,208.18,195.78,0.0019,0.0142,0.0837,0.2923,159.5661864,151698,0.000502282,55.80489657,3,1,210.3333333,3,0.47,80.61331245,98267.8,13991.9,RANDOM,LKCC
CLKhard_112,105.4381587,207.75,201.07,0.0023,0.0155,0.0844,0.2937,169.6580346,156420,0.000608873,86.79770665,7,2,86.33333333,9,0.25,36.81548855,1671940.0,345554.0,Hard_CLK,LKCC
random_024,96.82529196,196.13,211.9,0.002,0.0143,0.0848,0.2923,156.4885011,153270,0.00052909,58.03646835,3,1,422.3333333,17,0.45,66.46011353,174637.0,26165.8,RANDOM,LKCC
LKCCeasy_127,99.40708385,196.81,169.53,161.5385818,0.0022,0.0146,0.0821,0.2885,150540,0.000719404,66.65144657,3,1,1039.0,10,0.39,70.89991633,22032.3,104.434,Easy_LKCC,LKCC
LKCCeasy_086,95.05477838,188.94,199.09,155.043568,0.002,0.0139,0.0824,0.2874,155630,0.000478564,53.91224779,2,0,1404.5,11,0.52,113.1646196,19682.1,100.091,Easy_LKCC,LKCC
LKCCeasy_079,97.27306053,197.74,198.49,157.9384186,0.002,0.0139,0.0833,0.2913,154044,0.000613063,63.16166156,3,1,1542.333333,5,0.54,71.72411157,22774.1,108.848,Easy_LKCC,LKCC
random_071,96.14528713,190.24,201.49,0.0019,0.014,0.0831,0.2909,156.6184915,154840,0.0004309,48.2966077,1,0,0.0,18,0.51,136.9709781,140548.0,18210.3,RANDOM,LKCC
CLKeasy_096,94.780684,220.71,223.84,152.6138378,0.0017,0.0131,0.0838,0.2894,153260,0.000276675,37.83779007,1,0,0.0,7,0.49,144.575714,8859.45,415.747,Easy_CLK,LKCC
LKCCeasy_039,98.90290373,204.35,223.97,160.23938,0.002,0.0138,0.0827,0.2929,157210,0.00034577,48.34711862,1,0,0.0,4,0.61,159.0824281,16842.4,102.515,Easy_LKCC,LKCC
CLKhard_066,99.50650934,224.73,211.48,0.0021,0.0153,0.0859,0.2886,158.3968744,156025,0.000358306,66.67646725,7,2,92.23809524,4,0.17,32.82092587,2007180.0,270186.0,Hard_CLK,LKCC
CLKeasy_033,93.64825512,202.04,181.31,153.5338514,0.0018,0.0129,0.0809,0.2885,156025,0.000311592,36.7766289,1,0,0.0,2,0.69,151.4997688,6937.24,641.545,Easy_CLK,LKCC
LKCCeasy_076,92.96059904,212.07,183.4,152.7733304,0.002,0.0139,0.0809,0.2851,149370,0.000576874,56.63688813,2,0,2112.5,15,0.5,91.57322106,30326.7,102.707,Easy_LKCC,LKCC
CLKhard_011,98.27102179,234.83,208.65,0.0023,0.0156,0.0861,0.291,156.4700246,153260,0.000390372,72.0972386,8,4,15.69642857,9,0.22,33.10461692,1427470.0,196487.0,Hard_CLK,LKCC
LKCCeasy_118,96.92736078,197.06,214.22,156.7763097,0.002,0.0138,0.0835,0.2888,150528,0.000572025,61.80627249,3,1,520.3333333,17,0.51,68.96908042,21748.9,110.152,Easy_LKCC,LKCC
CLKeasy_104,93.58479047,193.51,210.02,152.5419734,0.0019,0.0133,0.0829,0.2863,155220,0.000339781,42.37593055,1,0,0.0,0,0.66,152.5419734,6476.88,635.646,Easy_CLK,LKCC
LKCChard_052,83.14767537,183.66,212.02,0.0022,0.0145,0.0885,0.2788,131.244002,150150,0.000704539,73.92349157,2,0,1624.5,7,0.27,84.2181044,264776.0,510707.0,Hard_LKCC,CLK
CLKhard_123,96.41855449,214.74,223.96,0.0023,0.0154,0.0873,0.2891,155.3337322,156816,0.00076791,85.44516801,4,0,323.6666667,2,0.18,59.02383536,1439750.0,131849.0,Hard_CLK,LKCC
LKCChard_145,89.42947033,169.59,211.65,0.0023,0.0145,0.0906,0.2887,138.3575913,145924,0.000527299,67.73230214,3,1,819.0,19,0.29,56.37269575,310663.0,986013.0,Hard_LKCC,CLK
LKCCeasy_169,104.2327135,204.33,219.68,169.2384161,0.0021,0.0146,0.0838,0.2984,154433,0.000367093,55.76799024,6,4,69.5,13,0.6,56.16633783,27434.3,106.596,Easy_LKCC,LKCC
random_153,101.055326,202.17,190.19,0.0021,0.0147,0.0871,0.2995,162.355153,156420,0.000506378,62.0104535,3,1,654.3333333,8,0.44,83.35306657,115547.0,13456.3,RANDOM,LKCC
CLKeasy_022,95.24521129,204.38,199.6,153.6652128,0.0017,0.0136,0.083,0.2891,154433,0.000214425,35.00721313,1,0,0.0,0,0.69,153.6652128,8144.81,446.273,Easy_CLK,LKCC
LKCCeasy_025,100.2969809,184.73,219.97,164.0126466,0.0023,0.014,0.0833,0.2931,153260,0.000688506,66.10698545,2,0,2380.5,19,0.42,83.00541018,27336.4,103.859,Easy_LKCC,LKCC
LKCCeasy_119,100.1614856,191.12,209.22,163.4747817,0.002,0.0139,0.0813,0.2943,157206,0.0004997,57.61834449,5,0,31.8,32,0.31,48.30840879,25421.2,110.081,Easy_LKCC,LKCC
CLKhard_051,100.8093475,214.89,206.49,0.0024,0.0159,0.0863,0.2898,157.8938003,155624,0.000287833,67.81167495,4,0,556.9166667,9,0.24,55.38904545,1865100.0,151988.0,Hard_CLK,LKCC
CLKhard_085,94.68939045,206.18,221.76,0.0024,0.0151,0.0866,0.2876,151.6914299,150150,0.000742845,86.42257126,5,0,124.8,13,0.22,45.44930694,1312530.0,177891.0,Hard_CLK,LKCC
random_008,86.77278371,199.8,220.23,0.0022,0.014,0.083,0.2829,139.779048,153266,0.000810559,63.93639357,1,0,0.0,16,0.32,125.0513726,120235.0,12389.6,RANDOM,LKCC
random_168,94.2297072,199.91,204.92,0.0018,0.0134,0.0807,0.2858,155.1354721,155232,0.000418874,46.29647754,4,0,407.5833333,5,0.64,76.54289409,115760.0,13637.7,RANDOM,LKCC
LKCCeasy_006,93.45584245,223.29,195.49,151.7918162,0.0021,0.0139,0.0826,0.2878,154830,0.000421816,53.58501033,2,0,312.5,11,0.53,118.8884544,39891.1,101.182,Easy_LKCC,LKCC
CLKhard_163,99.33878325,193.26,218.68,0.0023,0.0153,0.0896,0.2908,157.8131027,152064,0.000289323,66.55396171,7,2,73.14285714,3,0.26,36.16432752,1811730.0,160585.0,Hard_CLK,LKCC
CLKeasy_150,96.35936134,210.24,209.69,156.1756281,0.0016,0.0133,0.0823,0.2897,153242,0.000302834,39.50037014,1,0,0.0,0,0.69,156.1756281,7620.16,1327.6,Easy_CLK,LKCC
CLKhard_026,100.640827,212.5,195.79,0.0023,0.0155,0.0852,0.2881,159.9742092,154812,0.000387142,70.83980559,6,4,73.86666667,2,0.21,39.85080103,1543140.0,194026.0,Hard_CLK,LKCC
random_095,95.06893692,197.05,210.59,0.0021,0.0141,0.0848,0.2905,150.8836114,153655,0.000461367,51.6573694,1,0,0.0,10,0.5,143.1776879,135591.0,18905.5,RANDOM,LKCC
LKCCeasy_048,88.78369192,194.68,199.13,145.3784265,0.002,0.0137,0.0802,0.2814,156420,0.000589796,55.22637617,2,0,3362.0,6,0.57,83.19797318,18048.1,100.273,Easy_LKCC,LKCC
LKCChard_136,92.0518119,156.85,197.6,0.0021,0.0148,0.0922,0.2874,144.1988325,156024,0.000271111,55.15179944,2,0,128.0,6,0.25,88.44640608,444028.0,1040090.0,Hard_LKCC,CLK
CLKeasy_077,98.27447797,203.24,189.08,159.7165708,0.0016,0.0133,0.0821,0.292,156414,0.000309373,38.64877258,1,0,0.0,0,0.65,159.7165708,8079.14,256.889,Easy_CLK,LKCC
LKCChard_034,99.09637951,181.35,188.76,0.0022,0.0153,0.0907,0.2977,152.7189536,155235,0.000478287,68.48915919,2,0,220.5,17,0.26,84.71128456,365176.0,1264520.0,Hard_LKCC,CLK
CLKeasy_060,94.10803423,174.14,209.46,152.735445,0.0017,0.0133,0.0823,0.2874,156812,0.000256207,33.99731551,1,0,0.0,1,0.75,152.4411175,6997.65,225.707,Easy_CLK,LKCC
random_026,95.96545953,190.28,185.72,0.0021,0.0144,0.0847,0.2954,156.1348828,154842,0.000552509,65.96298907,3,1,201.0,7,0.57,85.52380347,92145.2,10058.7,RANDOM,LKCC
LKCCeasy_189,98.02080317,200.88,188.18,158.5204563,0.0017,0.0136,0.082,0.293,152880,0.000279469,43.49604787,2,0,1458.0,10,0.55,89.54586889,16044.7,100.0,Easy_LKCC,LKCC
CLKhard_059,95.00391845,224.8,176.51,0.0024,0.0163,0.0874,0.2841,150.3066377,155232,0.000791076,100.8162452,6,4,91.5,7,0.16,39.75658147,1928340.0,93896.3,Hard_CLK,LKCC
CLKhard_073,104.6734898,200.56,176.49,0.0023,0.0159,0.0886,0.2981,163.4830935,157210,0.000361599,66.58780312,7,2,40.23809524,14,0.2,33.30610018,1891340.0,140233.0,Hard_CLK,LKCC
random_144,97.15194913,211.14,207.26,0.0021,0.0138,0.083,0.2902,158.6822635,156812,0.000521572,53.13766034,3,1,134.3333333,14,0.43,81.3891678,118184.0,13527.2,RANDOM,LKCC
random_087,98.76105726,198.78,197.82,0.002,0.0142,0.0815,0.2942,161.9561315,154830,0.00055165,56.51320553,2,0,2380.5,13,0.54,93.92361827,119063.0,17022.5,RANDOM,LKCC
CLKeasy_014,95.62110883,205.5,183.54,155.8775727,0.0015,0.0129,0.0836,0.2919,154054,0.000212399,31.12557139,1,0,0.0,0,0.69,155.8775727,7152.8,227.192,Easy_CLK,LKCC
LKCCeasy_123,100.2745284,179.77,202.57,161.9422748,0.0023,0.0143,0.0841,0.2954,155610,0.000481276,57.93505444,3,1,390.3333333,8,0.57,80.60199241,25343.4,109.101,Easy_LKCC,LKCC
random_152,92.43230618,189.45,203.03,0.0023,0.0145,0.0837,0.2886,149.7514558,151680,0.000554153,57.56672361,3,1,896.3333333,17,0.45,61.50986534,115546.0,14415.1,RANDOM,LKCC
LKCCeasy_005,95.4179611,198.8,176.37,151.171745,0.0021,0.0145,0.0847,0.2934,154054,0.000719057,70.72948289,3,1,329.3333333,9,0.49,76.80670894,21922.7,110.192,Easy_LKCC,LKCC
CLKeasy_015,101.2398826,208.65,185.69,165.0755094,0.0016,0.0135,0.084,0.2965,154812,0.000276795,39.98787763,2,0,1458.0,8,0.56,107.7288953,8116.39,393.364,Easy_CLK,LKCC
LKCChard_177,101.0601429,164.52,217.84,0.0024,0.015,0.0902,0.293,158.3513799,148608,0.000775105,73.87104017,3,1,840.3333333,5,0.37,64.08668515,381915.0,1345380.0,Hard_LKCC,CLK
LKCCeasy_073,100.042923,202.77,203.42,163.0717241,0.0022,0.0143,0.0822,0.2904,156815,0.000604065,61.88796117,3,1,39.0,22,0.46,95.38652776,26751.1,102.0,Easy_LKCC,LKCC
CLKeasy_129,92.77126093,180.33,185.42,150.636813,0.0018,0.0131,0.084,0.2872,150535,0.000370602,42.84677328,1,0,0.0,0,0.59,150.636813,8949.36,690.727,Easy_CLK,LKCC
LKCCeasy_165,91.88471813,195.03,215.07,147.9998837,0.0021,0.0143,0.0852,0.287,154056,0.000633361,64.29124884,2,0,2312.0,16,0.34,76.70555118,26666.6,104.0,Easy_LKCC,LKCC
LKCCeasy_036,93.52645566,182.46,183.27,151.4514698,0.0019,0.0139,0.0832,0.2868,156815,0.000385411,49.24935774,1,0,0.0,1,0.6,150.6737011,26871.4,103.0,Easy_LKCC,LKCC
LKCCeasy_157,93.74925832,198.97,198.32,151.3397295,0.0021,0.0142,0.0843,0.2875,155618,0.000582289,57.22251389,3,1,475.0,22,0.49,75.62071614,22190.8,104.333,Easy_LKCC,LKCC
CLKhard_131,100.0621733,217.03,201.74,0.0022,0.0152,0.0889,0.2906,157.3769656,152484,0.000378292,66.42795124,7,2,90.9047619,7,0.15,28.63529725,1351160.0,165809.0,Hard_CLK,LKCC
random_094,104.7075676,203.35,193.14,0.0021,0.015,0.0843,0.2959,167.8946694,157210,0.000446307,59.58901274,3,1,102.3333333,30,0.4,78.5223645,168575.0,16612.6,RANDOM,LKCC
CLKhard_155,113.3307889,209.54,179.33,0.0024,0.0155,0.0912,0.3052,175.6360251,154812,0.000405477,78.22420424,7,2,59.9047619,7,0.13,33.02519267,1925560.0,278654.0,Hard_CLK,LKCC
CLKhard_153,97.69640355,201.63,174.14,0.0025,0.0161,0.0872,0.287,151.8928804,154054,0.00039121,74.29602292,7,2,109.1428571,3,0.14,33.15111581,1719590.0,223057.0,Hard_CLK,LKCC
CLKhard_177,99.89398345,200.44,187.31,0.0022,0.015,0.0864,0.2913,161.5579973,150535,0.000317439,61.39509422,8,4,46.21428571,2,0.36,34.27187721,1147200.0,110787.0,Hard_CLK,LKCC
CLKhard_080,102.2733622,178.61,183.8,0.0023,0.016,0.0891,0.2951,157.1251141,154050,0.000472088,79.34146383,6,4,106.8,4,0.19,36.53746999,1744830.0,265537.0,Hard_CLK,LKCC
LKCChard_107,88.37046557,166.67,210.66,0.0021,0.0143,0.0908,0.2883,135.976022,156815,0.000478942,60.10156407,1,0,0.0,18,0.26,114.417605,250049.0,553399.0,Hard_LKCC,CLK
LKCCeasy_115,91.74054008,194.17,182.99,149.1495991,0.0019,0.0136,0.0837,0.2866,156414,0.000601068,54.88147978,1,0,0.0,18,0.51,132.6594019,16240.9,109.131,Easy_LKCC,LKCC
random_169,101.472971,203.11,218.71,0.0019,0.0141,0.0856,0.2947,160.8032364,154440,0.000448966,54.81362358,3,1,256.3333333,15,0.35,73.49386313,179214.0,19879.6,RANDOM,LKCC
LKCCeasy_136,94.33840605,201.59,207.93,154.2274005,0.0019,0.0135,0.082,0.2894,151708,0.000362253,46.39923267,1,0,0.0,7,0.61,149.4331201,15251.0,106.232,Easy_LKCC,LKCC
random_111,102.5793668,187.67,209.28,0.0021,0.0142,0.0823,0.2859,168.3545156,152460,0.000512997,58.55225194,4,0,312.3333333,6,0.6,65.5441558,117661.0,6955.68,RANDOM,LKCC
CLKeasy_085,94.90650591,193.44,212.82,154.8440965,0.0017,0.0131,0.0818,0.2836,156418,0.000249343,34.27598768,2,0,1152.0,0,0.77,127.2418525,8900.09,398.515,Easy_CLK,LKCC
random_050,96.13254359,199.66,209.78,0.0021,0.014,0.0849,0.2888,156.7296286,156816,0.000606045,58.09209335,1,0,0.0,11,0.43,151.6586558,167172.0,22005.5,RANDOM,LKCC
random_061,94.19462489,208.48,183.27,0.0023,0.0141,0.0843,0.2899,152.2178252,156420,0.000623035,63.7235415,3,1,387.0,16,0.29,66.89700458,95640.0,7917.47,RANDOM,LKCC
LKCChard_024,97.38135003,186.76,180.7,0.0024,0.0157,0.0921,0.2938,152.7453463,156812,0.0003703,64.63389071,3,1,804.0,13,0.31,70.26893394,477753.0,1403900.0,Hard_LKCC,CLK
LKCCeasy_018,99.97603006,196.47,192.41,163.0958619,0.0022,0.0143,0.083,0.2946,150860,0.000509165,61.22585217,5,0,104.8,2,0.75,69.56886124,22945.6,103.0,Easy_LKCC,LKCC
CLKhard_179,102.708936,168.84,204.76,0.0023,0.0153,0.0883,0.2969,163.0841615,152881,0.000545049,80.79267425,5,0,136.0,10,0.15,39.48705111,1361430.0,142797.0,Hard_CLK,LKCC
CLKeasy_067,93.5124901,213.51,206.74,152.2486072,0.0016,0.0129,0.0816,0.2869,153648,0.000270501,34.70751164,1,0,0.0,3,0.75,150.3235684,6792.47,601.636,Easy_CLK,LKCC
random_018,94.44962816,193.6,203.21,0.0019,0.0138,0.0833,0.2904,153.4860341,145136,0.000339896,49.30019963,4,0,143.3333333,32,0.32,47.30532856,134239.0,13650.2,RANDOM,LKCC
random_172,101.1666868,193.71,203.73,0.0021,0.0143,0.0833,0.2934,165.6252882,156024,0.000405647,52.85415497,3,1,892.0,7,0.58,75.85927205,102582.0,11347.2,RANDOM,LKCC
CLKhard_171,96.49847301,193.76,207.0,0.0022,0.0147,0.0874,0.2937,153.1780121,152084,0.000223625,54.48790088,8,4,51.92857143,2,0.25,38.16161323,1395630.0,117887.0,Hard_CLK,LKCC
LKCChard_154,86.29427946,213.94,195.61,0.0023,0.0145,0.089,0.2832,132.7947814,152091,0.000595806,64.09770894,1,0,0.0,22,0.24,109.296655,239873.0,540449.0,Hard_LKCC,CLK
CLKeasy_187,95.39908938,192.35,209.56,156.2269479,0.0018,0.0132,0.0827,0.2871,147431,0.000315917,37.41046126,1,0,0.0,0,0.69,156.2269479,6401.56,493.131,Easy_CLK,LKCC
LKCCeasy_038,95.4813371,206.63,207.5,154.8979076,0.0021,0.0139,0.0838,0.2899,156420,0.000528698,55.61523632,3,1,139.0,4,0.6,92.89905788,18231.5,104.0,Easy_LKCC,LKCC
LKCCeasy_053,102.096148,214.84,202.49,165.9074253,0.002,0.0141,0.084,0.2955,152880,0.000382542,53.20381493,3,1,276.3333333,0,0.65,95.04625487,17943.7,102.465,Easy_LKCC,LKCC
LKCCeasy_166,99.12503128,198.53,203.95,162.1027957,0.0022,0.0146,0.0808,0.2912,149669,0.000489211,59.00335839,2,0,612.5,17,0.49,102.6024867,33112.0,106.788,Easy_LKCC,LKCC
LKCCeasy_102,95.57557914,201.82,221.98,152.6317611,0.0021,0.0141,0.0833,0.289,153664,0.000498565,55.81225217,3,1,723.0,25,0.39,62.10313765,22053.5,106.343,Easy_LKCC,LKCC
CLKhard_064,95.87424507,190.8,198.48,0.002,0.0144,0.0852,0.2918,153.0593976,154036,0.000422445,59.87192684,2,0,3120.5,5,0.27,77.61441345,1314820.0,134051.0,Hard_CLK,LKCC
LKCCeasy_015,94.74024534,198.74,210.89,153.2115051,0.0021,0.0138,0.0816,0.2881,156016,0.000511861,54.43645735,3,1,464.3333333,5,0.43,86.22694091,19936.8,100.0,Easy_LKCC,LKCC
random_127,87.60121088,208.24,226.65,0.0018,0.0134,0.086,0.2836,139.8304668,139370,0.000645221,56.84156108,2,0,2664.5,15,0.42,68.63910119,71719.5,7044.38,RANDOM,LKCC
CLKhard_135,97.59418561,214.75,211.99,0.0022,0.0146,0.0851,0.2909,155.9783305,153664,0.00056741,66.40025619,4,0,1047.0,2,0.24,46.13711545,1543440.0,321974.0,Hard_CLK,LKCC
random_173,94.65038896,195.17,203.02,0.0021,0.0136,0.0824,0.2936,153.269854,148947,0.000549364,52.44518184,3,1,1531.0,1,0.57,77.81537611,118323.0,15788.7,RANDOM,LKCC
CLKeasy_132,90.62090006,223.11,201.21,148.4719584,0.0017,0.0131,0.0785,0.2833,157605,0.000365886,38.61892837,1,0,0.0,5,0.57,143.6055996,7776.7,1203.47,Easy_CLK,LKCC
CLKeasy_099,94.47392059,182.46,179.37,151.145305,0.0016,0.0131,0.0851,0.2905,155236,0.000223153,32.59049432,1,0,0.0,6,0.6,151.0384785,6793.54,583.141,Easy_CLK,LKCC
CLKeasy_017,93.52804158,194.65,204.74,152.8293361,0.0018,0.0135,0.0835,0.2875,157206,0.000306396,37.83152555,1,0,0.0,1,0.7,151.642763,8326.8,1478.55,Easy_CLK,LKCC
LKCChard_112,94.73142184,202.73,219.56,0.0022,0.0145,0.0878,0.292,148.8873655,158004,0.000344319,53.62181778,1,0,0.0,2,0.45,148.0352125,206360.0,412821.0,Hard_LKCC,CLK
CLKhard_079,92.72612077,183.11,192.35,0.0024,0.0152,0.0932,0.2901,141.4938418,154812,0.000565079,83.5846971,4,0,671.3333333,4,0.15,42.49991544,1429330.0,135936.0,Hard_CLK,LKCC
CLKhard_030,102.5756245,209.49,208.86,0.0021,0.0152,0.0866,0.2958,165.3270114,158006,0.000644545,78.91835279,4,0,152.25,7,0.18,57.46004343,1245490.0,140776.0,Hard_CLK,LKCC
CLKeasy_164,97.22387575,198.46,197.48,158.8993672,0.0016,0.0133,0.0805,0.2908,157608,0.00029038,37.45577778,1,0,0.0,0,0.7,158.8993672,8099.24,1163.0,Easy_CLK,LKCC
CLKhard_043,105.2447334,206.71,190.74,0.0023,0.0156,0.0848,0.2939,166.9803745,155211,0.000329139,68.22914995,6,4,120.0,4,0.22,40.5632774,1867850.0,184270.0,Hard_CLK,LKCC
LKCCeasy_133,96.22652927,197.94,208.57,156.4071787,0.0022,0.014,0.0828,0.2905,154448,0.00059106,58.49866073,1,0,0.0,17,0.52,146.204809,19601.3,109.273,Easy_LKCC,LKCC
CLKeasy_136,96.72510682,207.56,194.42,159.3377746,0.002,0.0133,0.0803,0.2927,158802,0.000464237,45.31579517,1,0,0.0,0,0.72,159.3377746,7021.55,1031.57,Easy_CLK,LKCC
LKCCeasy_096,94.05977623,182.61,194.41,151.5873554,0.0022,0.0142,0.0832,0.2887,154836,0.000778141,70.80266908,2,0,364.5,29,0.41,91.42691427,29766.9,110.798,Easy_LKCC,LKCC
CLKeasy_124,89.25792906,230.29,186.08,146.6477688,0.0017,0.0129,0.0817,0.2821,155236,0.000383855,41.81633289,1,0,0.0,18,0.38,127.1308057,9644.12,2416.45,Easy_CLK,LKCC
random_119,88.00118497,196.63,193.84,0.0017,0.0133,0.0841,0.28,143.1656145,147440,0.000419652,45.26299417,2,0,2520.5,15,0.38,74.06971848,115737.0,15212.6,RANDOM,LKCC
CLKhard_058,101.4710308,191.37,205.65,0.0022,0.0158,0.0863,0.2885,159.9375493,147820,0.00044396,78.74293848,7,2,20.14285714,3,0.3,39.69026063,1632960.0,309551.0,Hard_CLK,LKCC
LKCCeasy_163,95.96321145,208.26,196.31,156.4330158,0.002,0.0135,0.0806,0.2845,154026,0.000467007,50.87510809,3,1,424.3333333,5,0.62,86.73368385,25800.3,101.293,Easy_LKCC,LKCC
LKCCeasy_183,90.5436767,221.33,205.24,147.5348135,0.0018,0.0133,0.0831,0.2834,157210,0.000582775,50.7217294,2,0,2964.5,7,0.5,87.18341848,14072.1,104.0,Easy_LKCC,LKCC
CLKhard_021,100.7054129,211.05,201.5,0.0022,0.015,0.0887,0.2922,158.7267469,155220,0.000312106,58.31314449,5,0,71.0,0,0.26,56.35959055,1651640.0,229052.0,Hard_CLK,LKCC
LKCCeasy_139,97.86412752,192.8,194.36,159.3373012,0.0021,0.0137,0.0821,0.2964,156021,0.000358427,45.3397136,2,0,2312.0,18,0.48,91.11533214,16859.8,156.081,Easy_LKCC,LKCC
CLKhard_169,103.4063223,199.92,236.43,0.0022,0.0153,0.0885,0.2981,162.853397,153260,0.000311228,65.31079387,6,4,33.86666667,2,0.19,45.93362504,1947240.0,198736.0,Hard_CLK,LKCC
